t,target,cmd,measured
14.225,13.5,0.1,13.4
14.23,13.5,0.1,13.4
14.235,13.5,0.1,13.4
14.24,13.5,0.1,13.5
14.245,13.5,0,13.5
14.25,13.5,0,13.5
14.255,13.5,0,13.5
14.26,13.5,0,13.5
14.265,13.5,0,13.5
14.27,13.5,0,13.5
14.275,13.5,0,13.5
14.28,13.5,0,13.5
14.285,13.5,0,13.5
14.29,13.5,0,13.5
14.295,13.5,0,13.5
14.3,13.5,0,13.5
14.305,13.5,0,13.5
14.31,13.5,0,13.5
14.315,13.5,0,13.5
14.32,13.5,0,13.5
14.325,13.5,0,13.5
14.33,13.5,0,13.5
14.335,13.5,0,13.5
14.34,13.5,0,13.5
14.345,13.5,0,13.5
14.35,13.5,0,13.5
14.355,13.5,0,13.5
14.36,13.5,0,13.5
14.365,13.5,0,13.5
14.37,13.5,0,13.5
14.375,13.5,0,13.5
14.38,13.5,0,13.5
14.385,13.5,0,13.5
14.39,13.5,0,13.5
14.395,13.5,0,13.5
14.4,13.5,0,13.5
14.405,13.5,0,13.5
14.41,13.5,0,13.5
14.415,13.5,0,13.5
14.42,13.5,0,13.5
14.425,13.5,0,13.5
14.43,13.5,0,13.5
14.435,13.5,0,13.5
14.44,13.5,0,13.5
14.445,13.5,0,13.5
14.45,13.5,0,13.5
14.455,13.5,0,13.5
14.46,13.5,0,13.5
14.465,13.5,0,13.5
14.47,13.5,0,13.5
14.475,13.5,0,13.5
14.48,13.5,0,13.5
14.485,13.5,0,13.5
14.49,13.5,0,13.5
14.495,13.5,0,13.5
14.5,13.5,0,13.5
14.505,13.5,0,13.5
14.51,13.5,0,13.5
14.515,13.5,0,13.5
14.52,13.5,0,13.5
14.525,13.5,0,13.5
14.53,13.5,0,13.5
14.535,13.5,0,13.5
14.54,13.5,0,13.5
14.545,13.5,0,13.5
14.55,13.5,0,13.5
14.555,13.5,0,13.5
14.56,13.5,0,13.5
14.565,13.5,0,13.5
14.57,13.5,0,13.5
14.575,13.5,0,13.5
14.58,13.5,0,13.5
14.585,13.5,0,13.5
14.59,13.5,0,13.5
14.595,13.5,0,13.5
14.6,13.5,0,13.5
14.605,13.5,0,13.5
14.61,13.5,0,13.5
14.615,13.5,0,13.5
14.62,13.5,0,13.5
14.625,13.5,0,13.5
14.63,13.5,0,13.5
14.635,13.5,0,13.5
14.64,13.5,0,13.5
14.645,13.5,0,13.5
14.65,13.5,0,13.5
14.655,13.5,0,13.5
14.66,13.5,0,13.5
14.665,13.5,0,13.5
14.67,13.5,0,13.5
14.675,13.5,0,13.5
14.68,13.5,0,13.5
14.685,13.5,0,13.5
14.69,13.5,0,13.5
14.695,13.5,0,13.5
14.7,13.5,0,13.5
14.705,13.5,0,13.5
14.71,13.5,0,13.5
14.715,13.5,0,13.5
14.72,13.5,0,13.5
14.725,13.5,0,13.5
14.73,13.5,0,13.5
14.735,13.5,0,13.5
14.74,13.5,0,13.5
14.745,13.5,0,13.5
14.75,13.5,0,13.5
14.755,13.5,0,13.5
14.76,13.5,0,13.5
14.765,13.5,0,13.5
14.77,13.5,0,13.5
14.775,13.5,0,13.5
14.78,13.5,0,13.5
14.785,13.5,0,13.5
14.79,13.5,0,13.5
14.795,13.5,0,13.5
14.8,13.5,0,13.5
14.805,13.5,0,13.5
14.81,13.5,0,13.5
14.815,13.5,0,13.5
14.82,13.5,0,13.5
14.825,13.5,0,13.5
14.83,13.5,0,13.5
14.835,13.5,0,13.5
14.84,13.5,0,13.5
14.845,13.5,0,13.5
14.85,13.5,0,13.5
14.855,13.5,0,13.5
14.86,13.5,0,13.5
14.865,13.5,0,13.5
14.87,13.5,0,13.5
14.875,13.5,0,13.5
14.88,13.5,0,13.5
14.885,13.5,0,13.5
14.89,13.5,0,13.5
14.895,13.5,0,13.5
14.9,13.5,0,13.5
14.905,13.5,0,13.5
14.91,13.5,0,13.5
14.915,13.5,0,13.5
14.92,13.5,0,13.5
14.925,13.5,0,13.5
14.93,13.5,0,13.5
14.935,13.5,0,13.5
14.94,13.5,0,13.5
14.945,13.5,0,13.5
14.95,13.5,0,13.5
14.955,13.5,0,13.5
14.96,13.5,0,13.5
14.965,13.5,0,13.5
14.97,13.5,0,13.5
14.975,13.5,0,13.5
14.98,13.5,0,13.5
14.985,13.5,0,13.5
14.99,13.5,0,13.5
14.995,13.5,0,13.5
